hcp_id,specialty,region,lon,lat,territory
HCP00984,Cardiology,Northeast,-77.607,37.223,T13
HCP00985,Geriatrics,Northeast,-78.101,45.895,T15
HCP00986,Endocrinology,Midwest,-94.206,40.622,T6
HCP00987,Internal Medicine,Midwest,-91.266,37.382,T9
HCP00988,Nephrology,Northeast,-73.541,45.592,T19
HCP00989,Endocrinology,Northeast,-64.647,40.514,T18
HCP00990,Endocrinology,South,-93.324,31.077,T8
HCP00991,Nephrology,West,-107.157,43.802,T7
HCP00992,Nephrology,West,-112.261,39.126,T2
HCP00993,Cardiology,Northeast,-71.2,40.27,T18
HCP00994,Nephrology,Northeast,-71.568,41.442,T18
HCP00995,Nephrology,West,-109.707,42.271,T6
HCP00996,Endocrinology,Midwest,-96.307,43.95,T7
HCP00997,Cardiology,West,-112.473,36.894,T1
HCP00998,Endocrinology,South,-91.123,31.545,T8
HCP00999,Nephrology,Midwest,-92.793,47.978,T11
HCP01000,Cardiology,Midwest,-91.103,44.566,T11
HCP01001,Endocrinology,Northeast,-78.247,38.723,T13
HCP01002,Internal Medicine,Midwest,-91.186,45.607,T11
HCP01003,Cardiology,West,-117.028,35.476,T1
HCP01004,Internal Medicine,Midwest,-92.731,44.018,T11
HCP01005,Cardiology,Northeast,-69.34,42.248,T18
HCP01006,Endocrinology,West,-114.994,44.841,T3
HCP01007,Nephrology,Midwest,-94.68,43.423,T7
HCP01008,Nephrology,West,-120.842,37.44,T1
HCP01009,Endocrinology,Midwest,-94.406,42.205,T6
HCP01010,Internal Medicine,South,-84.378,32.569,T12
HCP01011,Nephrology,Northeast,-73.504,42.714,T19
HCP01012,Nephrology,South,-96.335,39.094,T6
HCP01013,Endocrinology,Northeast,-71.974,46.93,T19
HCP01014,Internal Medicine,West,-114.128,38.459,T1
HCP01015,Cardiology,West,-114.39,42.24,T2
HCP01016,Internal Medicine,Midwest,-95.41,39.253,T6
HCP01017,Endocrinology,Midwest,-89.634,43.912,T11
HCP01018,Internal Medicine,Midwest,-88.437,41.565,T14
HCP01019,Geriatrics,South,-88.968,32.817,T12
HCP01020,Internal Medicine,Northeast,-64.678,46.148,T19
HCP01021,Cardiology,Northeast,-74.151,40.399,T18
HCP01022,Cardiology,South,-94.302,27.092,T4
HCP01023,Internal Medicine,South,-91.517,30.478,T8
HCP01024,Nephrology,South,-87.711,34.191,T12
HCP01025,Cardiology,Northeast,-73.076,39.803,T18
HCP01026,Endocrinology,West,-115.274,40.51,T2
HCP01027,Nephrology,Northeast,-77.154,42.526,T15
HCP01028,Cardiology,West,-115.301,32.401,T0
HCP01029,Cardiology,West,-118.965,39.78,T2
HCP01030,Internal Medicine,South,-90.724,31.802,T8
HCP01031,Internal Medicine,West,-113.609,37.544,T1
HCP01032,Internal Medicine,South,-89.934,32.003,T8
HCP01033,Nephrology,South,-90.84,27.857,T8
HCP01034,Cardiology,West,-113.338,35.989,T1
HCP01035,Endocrinology,Midwest,-92.116,42.184,T10
HCP01036,Cardiology,Northeast,-80.37,42.508,T15
HCP01037,Endocrinology,South,-90.72,25.14,T8
HCP01038,Endocrinology,West,-114.992,37.161,T1
HCP01039,Internal Medicine,South,-95.482,29.741,T4
HCP01040,Internal Medicine,West,-112.992,39.09,T2
HCP01041,Cardiology,Midwest,-91.075,38.767,T9
HCP01042,Endocrinology,Northeast,-75.194,42.58,T19
HCP01043,Endocrinology,Northeast,-78.924,38.486,T13
HCP01044,Nephrology,Midwest,-86.608,44.023,T15
HCP01045,Nephrology,West,-117.246,38.074,T1
HCP01046,Internal Medicine,West,-117.572,40.429,T2
HCP01047,Nephrology,Midwest,-98.535,36.698,T5
HCP01048,Cardiology,Northeast,-67.332,42.88,T19
HCP01049,Nephrology,Northeast,-74.76,42.434,T19
HCP01050,Internal Medicine,Midwest,-94.086,42.667,T7
HCP01051,Internal Medicine,Northeast,-69.692,45.495,T19
HCP01052,Internal Medicine,West,-115.312,38.378,T1
HCP01053,Cardiology,Midwest,-94.405,41.593,T6
HCP01054,Cardiology,Midwest,-85.023,44.744,T15
HCP01055,Cardiology,South,-90.817,36.498,T9
HCP01056,Nephrology,South,-86.954,25.972,T12
HCP01057,Internal Medicine,South,-88.84,27.468,T12
HCP01058,Geriatrics,Northeast,-65.716,42.918,T19
HCP01059,Internal Medicine,West,-109.902,35.059,T5
HCP01060,Internal Medicine,South,-98.902,33.222,T4
HCP01061,Endocrinology,South,-85.919,27.655,T12
HCP01062,Geriatrics,South,-90.914,34.662,T8
HCP01063,Cardiology,Midwest,-96.318,41.33,T6
HCP01064,Cardiology,West,-108.673,38.269,T5
HCP01065,Nephrology,Midwest,-88.747,40.663,T14
HCP01066,Nephrology,West,-114.295,38.824,T1
HCP01067,Endocrinology,Midwest,-94.424,40.127,T6
HCP01068,Geriatrics,West,-117.649,33.682,T0
HCP01069,Internal Medicine,Midwest,-91.366,43.57,T11
HCP01070,Internal Medicine,South,-95.407,23.437,T4
HCP01071,Internal Medicine,Northeast,-69.303,38.552,T17
HCP01072,Nephrology,South,-85.48,30.502,T12
HCP01073,Endocrinology,South,-86.336,32.956,T12
HCP01074,Nephrology,Midwest,-86.969,44.199,T15
HCP01075,Cardiology,South,-91.722,35.019,T9
HCP01076,Endocrinology,Northeast,-70.66,44.964,T19
HCP01077,Internal Medicine,South,-80.989,29.44,T12
HCP01078,Endocrinology,Northeast,-75.888,42.896,T19
HCP01079,Internal Medicine,South,-89.321,32.945,T8
HCP01080,Internal Medicine,Northeast,-71.888,36.267,T17
HCP01081,Nephrology,West,-109.628,42.048,T6
HCP01082,Nephrology,West,-114.572,37.877,T1
HCP01083,Geriatrics,Midwest,-85.887,41.912,T14
HCP01084,Internal Medicine,Northeast,-66.495,42.306,T19
HCP01085,Internal Medicine,West,-108.064,42.385,T7
HCP01086,Internal Medicine,Northeast,-70.089,35.78,T17
HCP01087,Internal Medicine,South,-86.278,35.829,T13
HCP01088,Geriatrics,South,-90.987,26.539,T8
HCP01089,Endocrinology,West,-105.638,38.806,T5
HCP01090,Cardiology,Midwest,-96.361,36.467,T5
HCP01091,Geriatrics,West,-117.068,42.005,T2
HCP01092,Nephrology,South,-88.846,27.638,T12
HCP01093,Nephrology,South,-90.918,30.581,T8
HCP01094,Endocrinology,Midwest,-97.098,41.744,T6
HCP01095,Cardiology,West,-124.962,37.01,T1
HCP01096,Endocrinology,West,-115.542,38.393,T1
HCP01097,Endocrinology,South,-91.594,32.035,T8
HCP01098,Nephrology,South,-91.958,33.444,T8
HCP01099,Nephrology,South,-88.364,30.76,T12
HCP01100,Cardiology,Midwest,-94.45,40.815,T6
HCP01101,Internal Medicine,Northeast,-72.08,42.736,T19
HCP01102,Endocrinology,West,-116.162,42.474,T3
HCP01103,Internal Medicine,West,-118.463,34.082,T0
HCP01104,Cardiology,Midwest,-96.226,44.474,T7
HCP01105,Cardiology,Northeast,-75.17,44.455,T19
HCP01106,Nephrology,South,-89.315,32.285,T8
HCP01107,Internal Medicine,West,-112.971,36.888,T1
HCP01108,Cardiology,Northeast,-78.173,43.544,T15
HCP01109,Cardiology,South,-95.602,35.704,T5
HCP01110,Nephrology,Northeast,-70.061,42.317,T19
HCP01111,Nephrology,Northeast,-68.623,37.788,T17
HCP01112,Nephrology,Midwest,-85.493,44.347,T15
HCP01113,Endocrinology,Northeast,-77.206,41.592,T14
HCP01114,Internal Medicine,West,-113.402,41.186,T2
HCP01115,Internal Medicine,Northeast,-73.46,43.172,T19
HCP01116,Cardiology,Midwest,-90.606,43.739,T11
HCP01117,Cardiology,West,-117.81,39.691,T2
HCP01118,Cardiology,West,-109.397,35.033,T5
HCP01119,Cardiology,South,-90.467,31.44,T8
HCP01120,Cardiology,South,-93.449,29.712,T8
HCP01121,Endocrinology,West,-113.379,42.96,T3
HCP01122,Internal Medicine,Northeast,-71.206,40.505,T18
HCP01123,Endocrinology,South,-88.0,33.995,T12
HCP01124,Cardiology,South,-87.007,33.043,T12
HCP01125,Nephrology,West,-114.07,32.952,T0
HCP01126,Internal Medicine,West,-117.558,36.379,T1
HCP01127,Endocrinology,Midwest,-91.648,44.3,T11
HCP01128,Internal Medicine,Midwest,-94.984,44.706,T7
HCP01129,Internal Medicine,Northeast,-76.227,46.364,T19
HCP01130,Cardiology,Midwest,-91.663,43.863,T11
HCP01131,Geriatrics,South,-84.494,28.637,T12
HCP01132,Cardiology,Midwest,-94.957,42.168,T6
HCP01133,Cardiology,Midwest,-92.666,41.416,T10
HCP01134,Cardiology,West,-117.257,38.795,T1
HCP01135,Geriatrics,South,-93.427,34.951,T9
HCP01136,Geriatrics,Midwest,-95.001,46.75,T7
HCP01137,Cardiology,West,-115.701,35.591,T1
HCP01138,Internal Medicine,Midwest,-95.14,39.007,T5
HCP01139,Nephrology,Northeast,-70.75,43.231,T19
HCP01140,Internal Medicine,West,-115.549,40.742,T2
HCP01141,Cardiology,South,-95.435,30.624,T4
HCP01142,Cardiology,Northeast,-64.213,40.254,T18
HCP01143,Geriatrics,Northeast,-79.546,45.515,T15
HCP01144,Cardiology,Midwest,-94.765,42.942,T7
HCP01145,Internal Medicine,Northeast,-73.553,44.86,T19
HCP01146,Cardiology,South,-99.549,27.619,T4
HCP01147,Geriatrics,South,-84.055,29.439,T12
HCP01148,Nephrology,Midwest,-88.234,41.656,T14
HCP01149,Nephrology,South,-84.406,33.705,T12
HCP01150,Cardiology,South,-88.407,34.936,T13
HCP01151,Endocrinology,Northeast,-70.0,44.236,T19
HCP01152,Nephrology,South,-89.162,36.082,T13
HCP01153,Internal Medicine,Northeast,-72.066,44.425,T19
HCP01154,Endocrinology,South,-89.377,32.773,T8
HCP01155,Cardiology,Midwest,-97.214,37.152,T5
HCP01156,Internal Medicine,South,-86.233,35.233,T13
HCP01157,Cardiology,Midwest,-91.484,45.813,T11
HCP01158,Geriatrics,South,-86.215,35.583,T13
HCP01159,Internal Medicine,Northeast,-73.033,40.147,T18
HCP01160,Internal Medicine,South,-89.871,31.444,T8
HCP01161,Cardiology,Northeast,-70.627,39.237,T18
HCP01162,Internal Medicine,Northeast,-64.884,43.575,T19
HCP01163,Endocrinology,Northeast,-72.777,44.299,T19
HCP01164,Internal Medicine,Northeast,-68.928,41.19,T18
HCP01165,Internal Medicine,West,-117.153,39.52,T2
HCP01166,Internal Medicine,Northeast,-79.147,37.312,T13
HCP01167,Cardiology,Northeast,-72.309,41.872,T18
HCP01168,Endocrinology,Midwest,-97.368,42.206,T6
HCP01169,Geriatrics,Midwest,-91.924,44.124,T11
HCP01170,Internal Medicine,Northeast,-74.091,45.088,T19
HCP01171,Internal Medicine,West,-114.213,40.706,T2
HCP01172,Internal Medicine,West,-116.178,35.534,T1
HCP01173,Internal Medicine,Northeast,-73.572,46.248,T19
HCP01174,Cardiology,West,-120.84,40.21,T2
HCP01175,Endocrinology,South,-92.838,36.621,T9
HCP01176,Internal Medicine,Northeast,-72.979,40.63,T18
HCP01177,Nephrology,South,-90.677,33.419,T8
HCP01178,Internal Medicine,West,-124.838,33.285,T0
HCP01179,Internal Medicine,Midwest,-93.024,44.044,T11
HCP01180,Endocrinology,Northeast,-69.822,45.207,T19
HCP01181,Internal Medicine,West,-119.772,43.326,T3
HCP01182,Endocrinology,Midwest,-87.005,41.634,T14
HCP01183,Cardiology,Midwest,-90.231,41.125,T10
HCP01184,Cardiology,Northeast,-78.669,38.287,T13
HCP01185,Internal Medicine,South,-78.847,28.624,T12
HCP01186,Cardiology,West,-108.457,41.075,T6
HCP01187,Internal Medicine,Northeast,-75.514,36.061,T17
HCP01188,Nephrology,Midwest,-90.605,41.528,T10
HCP01189,Cardiology,South,-90.267,34.259,T8
HCP01190,Nephrology,Midwest,-94.672,41.126,T6
HCP01191,Internal Medicine,South,-96.726,25.394,T4
HCP01192,Geriatrics,Midwest,-96.255,41.141,T6
HCP01193,Internal Medicine,South,-83.683,33.949,T12
HCP01194,Internal Medicine,West,-120.452,40.245,T2
HCP01195,Nephrology,Northeast,-74.772,41.238,T18
HCP01196,Cardiology,South,-87.717,29.471,T12
HCP01197,Internal Medicine,South,-88.324,33.994,T12
HCP01198,Internal Medicine,Midwest,-84.459,43.459,T15
HCP01199,Endocrinology,West,-120.752,38.233,T1
HCP01200,Nephrology,South,-89.968,30.331,T8
HCP01201,Cardiology,West,-111.755,40.448,T2
HCP01202,Internal Medicine,Midwest,-93.363,46.227,T11
HCP01203,Endocrinology,South,-91.388,33.611,T8
HCP01204,Cardiology,Northeast,-81.451,41.322,T14
HCP01205,Endocrinology,South,-90.009,35.094,T9
HCP01206,Geriatrics,West,-124.089,39.312,T2
HCP01207,Geriatrics,Northeast,-69.666,43.788,T19
HCP01208,Endocrinology,Northeast,-77.309,40.474,T14
HCP01209,Endocrinology,Midwest,-85.227,45.219,T15
HCP01210,Internal Medicine,West,-116.603,35.191,T1
HCP01211,Endocrinology,Northeast,-70.169,42.331,T19
HCP01212,Cardiology,South,-88.712,37.587,T13
HCP01213,Internal Medicine,South,-96.22,32.685,T4
HCP01214,Internal Medicine,Midwest,-94.984,35.688,T5
HCP01215,Internal Medicine,South,-85.403,30.563,T12
HCP01216,Nephrology,Midwest,-89.848,39.845,T10
HCP01217,Nephrology,South,-95.843,35.725,T5
HCP01218,Geriatrics,Midwest,-94.095,46.218,T7
HCP01219,Endocrinology,South,-87.357,29.233,T12
HCP01220,Cardiology,Midwest,-88.801,41.441,T14
HCP01221,Endocrinology,Northeast,-70.684,41.328,T18
HCP01222,Geriatrics,West,-110.419,37.374,T5
HCP01223,Endocrinology,South,-84.903,30.291,T12
HCP01224,Cardiology,West,-115.403,37.009,T1
HCP01225,Cardiology,Northeast,-66.143,40.148,T18
HCP01226,Internal Medicine,Midwest,-96.241,42.535,T7
HCP01227,Cardiology,West,-114.335,36.252,T1
HCP01228,Internal Medicine,South,-90.88,35.088,T9
HCP01229,Endocrinology,West,-112.054,39.893,T2
HCP01230,Internal Medicine,West,-112.523,39.338,T2
HCP01231,Cardiology,Northeast,-73.505,40.451,T18
HCP01232,Cardiology,West,-116.977,35.901,T1
HCP01233,Geriatrics,West,-115.748,36.03,T1
HCP01234,Endocrinology,South,-86.643,37.372,T13
HCP01235,Cardiology,West,-121.625,37.537,T1
HCP01236,Endocrinology,Midwest,-99.743,39.324,T6
HCP01237,Endocrinology,South,-86.886,27.627,T12
HCP01238,Cardiology,South,-91.807,37.354,T9
HCP01239,Cardiology,Northeast,-75.772,42.911,T19
HCP01240,Endocrinology,Midwest,-95.362,42.737,T7
HCP01241,Cardiology,Midwest,-88.298,40.074,T14
HCP01242,Cardiology,West,-112.826,33.08,T0
HCP01243,Internal Medicine,Midwest,-93.42,42.941,T11
HCP01244,Nephrology,Northeast,-74.52,44.986,T19
HCP01245,Endocrinology,West,-131.661,39.422,T2
HCP01246,Cardiology,West,-109.458,37.793,T5
HCP01247,Internal Medicine,Northeast,-77.228,39.332,T14
HCP01248,Cardiology,West,-115.473,32.663,T0
HCP01249,Cardiology,South,-85.308,30.626,T12
HCP01250,Internal Medicine,Northeast,-77.022,40.917,T14
HCP01251,Endocrinology,Northeast,-73.547,44.535,T19
HCP01252,Cardiology,West,-113.0,37.834,T1
HCP01253,Internal Medicine,South,-84.331,34.551,T12
HCP01254,Endocrinology,Midwest,-91.169,42.971,T11
HCP01255,Endocrinology,Northeast,-80.874,39.85,T14
HCP01256,Internal Medicine,West,-114.701,38.31,T1
HCP01257,Nephrology,West,-117.876,34.371,T0
HCP01258,Cardiology,Midwest,-97.895,42.48,T7
HCP01259,Endocrinology,Northeast,-68.141,39.369,T18
HCP01260,Cardiology,Northeast,-77.362,40.249,T14
HCP01261,Endocrinology,Northeast,-80.389,43.806,T15
HCP01262,Cardiology,Northeast,-77.978,37.536,T13
HCP01263,Endocrinology,Northeast,-79.938,32.718,T12
HCP01264,Geriatrics,Midwest,-94.944,43.558,T7
HCP01265,Cardiology,South,-100.904,31.812,T4
HCP01266,Internal Medicine,South,-94.158,22.638,T4
HCP01267,Internal Medicine,West,-115.918,29.17,T0
HCP01268,Endocrinology,Northeast,-68.232,44.457,T19
HCP01269,Cardiology,South,-91.105,28.564,T8
HCP01270,Endocrinology,Northeast,-68.264,42.35,T19
HCP01271,Internal Medicine,South,-89.55,32.694,T8
HCP01272,Geriatrics,Northeast,-73.097,44.091,T19
HCP01273,Cardiology,Midwest,-85.621,43.735,T15
HCP01274,Cardiology,Midwest,-90.493,42.644,T11
HCP01275,Endocrinology,Northeast,-72.381,45.079,T19
HCP01276,Internal Medicine,South,-91.948,29.557,T8
HCP01277,Internal Medicine,Midwest,-87.785,44.667,T15
HCP01278,Geriatrics,South,-95.557,32.245,T4
HCP01279,Cardiology,Northeast,-75.198,42.29,T19
HCP01280,Endocrinology,South,-90.59,32.273,T8
HCP01281,Cardiology,Midwest,-91.817,44.841,T11
HCP01282,Internal Medicine,West,-113.292,33.916,T0
HCP01283,Cardiology,Midwest,-91.121,39.179,T10
HCP01284,Internal Medicine,Midwest,-91.909,41.291,T10
HCP01285,Internal Medicine,South,-86.265,38.389,T13
HCP01286,Endocrinology,Northeast,-72.34,39.89,T18
HCP01287,Geriatrics,West,-115.871,37.945,T1
HCP01288,Cardiology,Midwest,-92.031,41.999,T10
HCP01289,Endocrinology,Northeast,-68.928,45.057,T19
HCP01290,Cardiology,South,-100.054,27.729,T4
HCP01291,Internal Medicine,South,-96.281,34.526,T4
HCP01292,Endocrinology,Northeast,-69.826,41.02,T18
HCP01293,Internal Medicine,Midwest,-86.286,42.999,T15
HCP01294,Cardiology,Midwest,-90.475,40.233,T10
HCP01295,Internal Medicine,Midwest,-92.679,45.66,T11
HCP01296,Endocrinology,West,-117.449,36.949,T1
HCP01297,Nephrology,Midwest,-92.425,42.804,T11
HCP01298,Endocrinology,Midwest,-96.173,41.209,T6
HCP01299,Cardiology,South,-88.303,31.727,T12
HCP01300,Nephrology,Midwest,-89.12,39.594,T14
HCP01301,Cardiology,West,-109.059,40.893,T6
HCP01302,Endocrinology,Northeast,-71.546,42.885,T19
HCP01303,Endocrinology,Northeast,-77.93,42.701,T15
HCP01304,Cardiology,Midwest,-93.024,41.882,T10
HCP01305,Cardiology,Northeast,-69.801,39.39,T18
HCP01306,Internal Medicine,Midwest,-84.373,38.947,T13
HCP01307,Endocrinology,South,-93.61,35.504,T5
HCP01308,Endocrinology,Northeast,-80.879,41.787,T14
HCP01309,Internal Medicine,South,-91.201,32.002,T8
HCP01310,Endocrinology,Northeast,-68.345,39.491,T18
HCP01311,Cardiology,West,-110.755,39.625,T6
HCP01312,Cardiology,South,-88.442,30.055,T12
HCP01313,Endocrinology,West,-114.46,39.898,T2
HCP01314,Internal Medicine,West,-114.774,35.073,T1
HCP01315,Internal Medicine,Northeast,-82.711,44.371,T15
HCP01316,Internal Medicine,West,-123.162,39.358,T2
HCP01317,Internal Medicine,West,-118.104,42.807,T3
HCP01318,Cardiology,West,-118.474,39.715,T2
HCP01319,Cardiology,Midwest,-92.488,39.98,T10
HCP01320,Internal Medicine,West,-116.708,38.037,T1
HCP01321,Internal Medicine,Midwest,-92.568,49.313,T11
HCP01322,Cardiology,West,-115.343,40.632,T2
HCP01323,Cardiology,Midwest,-94.255,43.901,T7
HCP01324,Geriatrics,South,-89.486,33.64,T8
HCP01325,Endocrinology,West,-121.01,43.591,T3
HCP01326,Endocrinology,Midwest,-93.936,40.339,T6
HCP01327,Endocrinology,South,-89.068,39.641,T14
HCP01328,Nephrology,West,-117.724,34.574,T0
HCP01329,Endocrinology,Northeast,-75.398,44.42,T19
HCP01330,Cardiology,South,-84.274,27.263,T12
HCP01331,Internal Medicine,Midwest,-89.88,45.947,T11
HCP01332,Nephrology,West,-119.407,35.58,T1
HCP01333,Geriatrics,Midwest,-100.02,43.494,T7
HCP01334,Geriatrics,South,-85.116,29.486,T12
HCP01335,Nephrology,West,-117.066,32.198,T0
HCP01336,Internal Medicine,Midwest,-87.063,39.637,T14
HCP01337,Cardiology,Northeast,-75.4,44.258,T19
HCP01338,Internal Medicine,West,-116.326,39.057,T2
HCP01339,Endocrinology,South,-92.389,33.791,T8
HCP01340,Nephrology,Midwest,-99.877,37.339,T5
HCP01341,Cardiology,South,-91.385,35.075,T9
HCP01342,Cardiology,Midwest,-90.622,43.204,T11
HCP01343,Nephrology,South,-83.917,29.558,T12
HCP01344,Nephrology,West,-115.913,40.172,T2
HCP01345,Internal Medicine,Midwest,-93.111,44.748,T11
HCP01346,Cardiology,Midwest,-89.301,43.425,T11
HCP01347,Internal Medicine,West,-114.82,35.502,T1
HCP01348,Internal Medicine,South,-96.042,35.306,T5
HCP01349,Cardiology,South,-91.321,33.524,T8
HCP01350,Internal Medicine,Northeast,-74.807,37.744,T17
HCP01351,Cardiology,West,-112.45,40.608,T2
HCP01352,Internal Medicine,West,-109.383,34.251,T4
HCP01353,Nephrology,Northeast,-76.695,40.327,T14
HCP01354,Cardiology,West,-112.216,33.375,T0
HCP01355,Cardiology,West,-116.253,34.068,T0
HCP01356,Cardiology,Midwest,-93.158,41.366,T10
HCP01357,Endocrinology,West,-111.865,43.998,T3
HCP01358,Geriatrics,Northeast,-68.038,45.184,T19
HCP01359,Internal Medicine,South,-93.424,31.551,T8
HCP01360,Geriatrics,Northeast,-76.955,33.138,T12
HCP01361,Internal Medicine,Northeast,-71.572,39.108,T18
HCP01362,Endocrinology,Midwest,-93.79,39.683,T6
HCP01363,Cardiology,South,-91.732,30.795,T8
HCP01364,Cardiology,Midwest,-88.567,35.638,T13
HCP01365,Internal Medicine,South,-89.982,30.494,T8
HCP01366,Endocrinology,Northeast,-68.678,43.368,T19
HCP01367,Endocrinology,West,-114.283,35.978,T1
HCP01368,Endocrinology,Northeast,-73.453,45.176,T19
HCP01369,Nephrology,Northeast,-73.7,42.271,T18
HCP01370,Nephrology,Northeast,-71.451,41.383,T18
HCP01371,Internal Medicine,West,-116.988,35.655,T1
HCP01372,Nephrology,West,-107.706,41.293,T6
HCP01373,Cardiology,Northeast,-77.211,46.243,T15
HCP01374,Endocrinology,Northeast,-70.948,42.395,T19
HCP01375,Internal Medicine,Northeast,-68.399,44.21,T19
HCP01376,Cardiology,Northeast,-71.35,37.929,T17
HCP01377,Endocrinology,South,-93.932,35.629,T5
HCP01378,Cardiology,Northeast,-69.089,43.567,T19
HCP01379,Cardiology,South,-89.295,29.313,T8
HCP01380,Geriatrics,Midwest,-94.977,41.042,T6
HCP01381,Endocrinology,West,-114.899,39.571,T2
HCP01382,Nephrology,West,-117.29,34.931,T1
HCP01383,Cardiology,West,-118.346,40.191,T2
HCP01384,Nephrology,South,-95.579,36.118,T5
HCP01385,Endocrinology,West,-117.251,36.902,T1
HCP01386,Nephrology,South,-92.519,34.645,T8
HCP01387,Internal Medicine,Northeast,-81.242,43.343,T15
HCP01388,Endocrinology,West,-109.11,36.207,T5
HCP01389,Internal Medicine,South,-96.024,34.317,T4
HCP01390,Endocrinology,West,-116.734,33.425,T0
HCP01391,Internal Medicine,Northeast,-75.369,47.213,T19
HCP01392,Nephrology,Midwest,-91.919,42.644,T11
HCP01393,Internal Medicine,Northeast,-72.424,38.243,T17
HCP01394,Endocrinology,Northeast,-75.251,40.068,T18
HCP01395,Internal Medicine,West,-121.234,37.519,T1
HCP01396,Cardiology,Northeast,-71.983,44.234,T19
HCP01397,Nephrology,Northeast,-69.972,44.346,T19
HCP01398,Cardiology,Midwest,-100.906,39.148,T6
HCP01399,Geriatrics,Midwest,-87.418,42.707,T15
HCP01400,Cardiology,Midwest,-96.882,43.481,T7
HCP01401,Cardiology,Midwest,-84.776,46.768,T15
HCP01402,Cardiology,West,-116.113,36.762,T1
HCP01403,Internal Medicine,Northeast,-71.233,46.897,T19
HCP01404,Geriatrics,Midwest,-97.846,41.591,T6
HCP01405,Endocrinology,South,-93.286,31.625,T8
HCP01406,Cardiology,Northeast,-68.727,48.238,T19
HCP01407,Endocrinology,Midwest,-95.095,39.695,T6
HCP01408,Nephrology,West,-107.004,35.639,T5
HCP01409,Internal Medicine,Northeast,-71.68,41.399,T18
HCP01410,Cardiology,Midwest,-89.439,47.797,T11
HCP01411,Endocrinology,Northeast,-70.325,40.228,T18
HCP01412,Cardiology,Northeast,-71.263,43.223,T19
HCP01413,Cardiology,South,-89.454,33.244,T8
HCP01414,Endocrinology,West,-113.921,37.662,T1
HCP01415,Internal Medicine,South,-91.16,29.615,T8
HCP01416,Internal Medicine,Northeast,-70.735,39.265,T18
HCP01417,Internal Medicine,Northeast,-71.863,42.586,T19
HCP01418,Cardiology,Midwest,-89.666,38.253,T9
HCP01419,Internal Medicine,Northeast,-75.781,44.046,T19
HCP01420,Endocrinology,West,-124.587,35.235,T1
HCP01421,Geriatrics,South,-90.944,34.181,T8
HCP01422,Cardiology,West,-113.544,41.992,T2
HCP01423,Internal Medicine,Midwest,-90.754,45.731,T11
HCP01424,Internal Medicine,West,-109.931,38.466,T5
HCP01425,Nephrology,South,-91.803,33.429,T8
HCP01426,Cardiology,Midwest,-92.96,40.646,T10
HCP01427,Endocrinology,South,-94.565,33.611,T4
HCP01428,Nephrology,Northeast,-69.086,45.462,T19
HCP01429,Internal Medicine,South,-86.109,30.579,T12
HCP01430,Cardiology,Northeast,-77.435,37.438,T13
HCP01431,Internal Medicine,West,-107.999,38.774,T5
HCP01432,Endocrinology,West,-108.646,43.805,T7
HCP01433,Cardiology,South,-94.768,32.647,T4
HCP01434,Endocrinology,Midwest,-86.024,46.317,T15
HCP01435,Internal Medicine,Midwest,-91.923,45.384,T11
HCP01436,Cardiology,Midwest,-94.928,45.968,T7
HCP01437,Endocrinology,Midwest,-89.237,41.491,T10
HCP01438,Cardiology,West,-113.823,34.322,T0
HCP01439,Nephrology,Northeast,-70.481,45.477,T19
HCP01440,Geriatrics,West,-113.254,42.039,T2
HCP01441,Cardiology,Midwest,-87.9,44.89,T15
HCP01442,Cardiology,South,-87.521,34.955,T13
HCP01443,Endocrinology,Midwest,-88.228,39.757,T14
HCP01444,Endocrinology,West,-105.237,40.103,T6
HCP01445,Cardiology,Northeast,-74.134,42.132,T18
HCP01446,Nephrology,West,-115.153,38.535,T1
HCP01447,Cardiology,South,-93.168,30.913,T8
HCP01448,Cardiology,South,-83.412,31.015,T12
HCP01449,Nephrology,Northeast,-70.166,37.947,T17
HCP01450,Endocrinology,Northeast,-70.505,42.661,T19
HCP01451,Endocrinology,Midwest,-101.872,45.367,T7
HCP01452,Endocrinology,Northeast,-69.303,40.642,T18
HCP01453,Internal Medicine,South,-93.327,33.612,T8
HCP01454,Cardiology,South,-96.568,28.722,T4
HCP01455,Endocrinology,Midwest,-93.103,38.984,T9
HCP01456,Internal Medicine,Midwest,-94.4,39.213,T6
HCP01457,Endocrinology,South,-88.188,32.448,T12
HCP01458,Geriatrics,Midwest,-92.337,38.925,T9
HCP01459,Cardiology,Northeast,-74.963,40.11,T18
HCP01460,Internal Medicine,Northeast,-75.576,45.786,T19
HCP01461,Internal Medicine,South,-99.413,32.635,T4
HCP01462,Geriatrics,Northeast,-78.851,41.044,T14
HCP01463,Endocrinology,West,-119.727,35.426,T1
HCP01464,Cardiology,Midwest,-92.989,40.958,T10
HCP01465,Nephrology,West,-116.641,38.162,T1
HCP01466,Cardiology,West,-112.12,37.64,T1
HCP01467,Internal Medicine,Northeast,-71.539,41.349,T18
HCP01468,Cardiology,Northeast,-69.733,43.855,T19
HCP01469,Cardiology,Northeast,-77.635,44.374,T15
HCP01470,Nephrology,South,-87.298,32.234,T12
HCP01471,Nephrology,Midwest,-96.055,36.695,T5
HCP01472,Nephrology,South,-92.944,36.009,T9
HCP01473,Endocrinology,Midwest,-94.903,42.857,T7
HCP01474,Cardiology,Midwest,-94.97,42.839,T7
HCP01475,Endocrinology,South,-92.305,34.147,T8
