hcp_id,month,market_trx,our_trx
HCP01400,2024-11,65,15
HCP01400,2024-12,53,25
HCP01400,2025-01,66,22
HCP01400,2025-02,63,21
HCP01400,2025-03,57,16
HCP01400,2025-04,47,16
HCP01400,2025-05,52,17
HCP01400,2025-06,52,14
HCP01401,2024-01,62,3
HCP01401,2024-02,39,2
HCP01401,2024-03,56,1
HCP01401,2024-04,51,7
HCP01401,2024-05,57,9
HCP01401,2024-06,56,5
HCP01401,2024-07,51,6
HCP01401,2024-08,40,5
HCP01401,2024-09,46,9
HCP01401,2024-10,50,3
HCP01401,2024-11,40,7
HCP01401,2024-12,63,9
HCP01401,2025-01,56,11
HCP01401,2025-02,51,9
HCP01401,2025-03,58,15
HCP01401,2025-04,49,12
HCP01401,2025-05,64,15
HCP01401,2025-06,48,9
HCP01402,2024-01,12,0
HCP01402,2024-02,11,1
HCP01402,2024-03,16,0
HCP01402,2024-04,12,0
HCP01402,2024-05,11,0
HCP01402,2024-06,16,2
HCP01402,2024-07,13,0
HCP01402,2024-08,12,0
HCP01402,2024-09,13,1
HCP01402,2024-10,10,2
HCP01402,2024-11,16,2
HCP01402,2024-12,13,1
HCP01402,2025-01,15,2
HCP01402,2025-02,13,1
HCP01402,2025-03,10,2
HCP01402,2025-04,12,0
HCP01402,2025-05,10,0
HCP01402,2025-06,10,1
HCP01403,2024-01,54,4
HCP01403,2024-02,41,9
HCP01403,2024-03,44,5
HCP01403,2024-04,52,7
HCP01403,2024-05,46,4
HCP01403,2024-06,45,5
HCP01403,2024-07,51,2
HCP01403,2024-08,44,7
HCP01403,2024-09,36,4
HCP01403,2024-10,53,16
HCP01403,2024-11,49,11
HCP01403,2024-12,40,8
HCP01403,2025-01,45,8
HCP01403,2025-02,57,24
HCP01403,2025-03,42,12
HCP01403,2025-04,49,8
HCP01403,2025-05,49,9
HCP01403,2025-06,56,9
HCP01404,2024-01,51,27
HCP01404,2024-02,43,12
HCP01404,2024-03,53,21
HCP01404,2024-04,46,21
HCP01404,2024-05,46,16
HCP01404,2024-06,44,15
HCP01404,2024-07,42,9
HCP01404,2024-08,46,14
HCP01404,2024-09,55,11
HCP01404,2024-10,42,9
HCP01404,2024-11,42,11
HCP01404,2024-12,46,12
HCP01404,2025-01,42,9
HCP01404,2025-02,42,8
HCP01404,2025-03,49,9
HCP01404,2025-04,50,17
HCP01404,2025-05,54,6
HCP01404,2025-06,49,5
HCP01405,2024-01,16,2
HCP01405,2024-02,15,1
HCP01405,2024-03,16,0
HCP01405,2024-04,13,0
HCP01405,2024-05,17,0
HCP01405,2024-06,17,2
HCP01405,2024-07,15,4
HCP01405,2024-08,20,1
HCP01405,2024-09,17,4
HCP01405,2024-10,12,1
HCP01405,2024-11,13,2
HCP01405,2024-12,17,1
HCP01405,2025-01,14,3
HCP01405,2025-02,15,1
HCP01405,2025-03,16,0
HCP01405,2025-04,18,0
HCP01405,2025-05,11,1
HCP01405,2025-06,11,2
HCP01406,2024-01,36,23
HCP01406,2024-02,40,23
HCP01406,2024-03,44,22
HCP01406,2024-04,31,13
HCP01406,2024-05,43,27
HCP01406,2024-06,40,21
HCP01406,2024-07,46,20
HCP01406,2024-08,40,10
HCP01406,2024-09,35,19
HCP01406,2024-10,37,22
HCP01406,2024-11,30,15
HCP01406,2024-12,37,20
HCP01406,2025-01,40,18
HCP01406,2025-02,39,19
HCP01406,2025-03,54,28
HCP01406,2025-04,53,26
HCP01406,2025-05,40,22
HCP01406,2025-06,32,17
HCP01407,2024-01,2,0
HCP01407,2024-02,2,0
HCP01407,2024-03,2,0
HCP01407,2024-04,3,1
HCP01407,2024-05,2,0
HCP01407,2024-06,2,0
HCP01407,2024-07,2,0
HCP01407,2024-08,2,1
HCP01407,2024-09,2,2
HCP01407,2024-10,2,1
HCP01407,2024-11,2,0
HCP01407,2024-12,2,0
HCP01407,2025-01,1,0
HCP01407,2025-02,2,1
HCP01407,2025-03,2,0
HCP01407,2025-04,2,0
HCP01407,2025-05,2,0
HCP01407,2025-06,2,0
HCP01408,2024-01,24,6
HCP01408,2024-02,29,4
HCP01408,2024-03,22,1
HCP01408,2024-04,31,6
HCP01408,2024-05,28,3
HCP01408,2024-06,27,4
HCP01408,2024-07,24,4
HCP01408,2024-08,30,6
HCP01408,2024-09,31,6
HCP01408,2024-10,19,5
HCP01408,2024-11,26,6
HCP01408,2024-12,28,12
HCP01408,2025-01,37,12
HCP01408,2025-02,28,4
HCP01408,2025-03,34,4
HCP01408,2025-04,27,11
HCP01408,2025-05,28,5
HCP01408,2025-06,30,8
HCP01409,2024-01,24,7
HCP01409,2024-02,26,13
HCP01409,2024-03,24,15
HCP01409,2024-04,25,10
HCP01409,2024-05,31,13
HCP01409,2024-06,28,11
HCP01409,2024-07,26,14
HCP01409,2024-08,31,17
HCP01409,2024-09,23,12
HCP01409,2024-10,22,11
HCP01409,2024-11,22,8
HCP01409,2024-12,25,15
HCP01409,2025-01,31,15
HCP01409,2025-02,30,13
HCP01409,2025-03,29,15
HCP01409,2025-04,22,11
HCP01409,2025-05,28,9
HCP01409,2025-06,25,11
HCP01410,2024-01,2,0
HCP01410,2024-02,3,0
HCP01410,2024-03,3,1
HCP01410,2024-04,3,0
HCP01410,2024-05,3,0
HCP01410,2024-06,3,0
HCP01410,2024-07,3,0
HCP01410,2024-08,3,1
HCP01410,2024-09,3,0
HCP01410,2024-10,3,1
HCP01410,2024-11,3,0
HCP01410,2024-12,3,0
HCP01410,2025-01,3,0
HCP01410,2025-02,3,0
HCP01410,2025-03,3,1
HCP01410,2025-04,3,1
HCP01410,2025-05,3,0
HCP01410,2025-06,3,0
HCP01411,2024-01,66,9
HCP01411,2024-02,41,7
HCP01411,2024-03,67,14
HCP01411,2024-04,39,8
HCP01411,2024-05,45,7
HCP01411,2024-06,56,7
HCP01411,2024-07,54,10
HCP01411,2024-08,61,5
HCP01411,2024-09,53,11
HCP01411,2024-10,59,14
HCP01411,2024-11,48,16
HCP01411,2024-12,56,11
HCP01411,2025-01,78,23
HCP01411,2025-02,57,11
HCP01411,2025-03,66,23
HCP01411,2025-04,62,11
HCP01411,2025-05,59,22
HCP01411,2025-06,69,21
HCP01412,2024-01,4,2
HCP01412,2024-02,5,3
HCP01412,2024-03,4,1
HCP01412,2024-04,4,0
HCP01412,2024-05,4,2
HCP01412,2024-06,4,0
HCP01412,2024-07,5,2
HCP01412,2024-08,5,0
HCP01412,2024-09,5,1
HCP01412,2024-10,4,3
HCP01412,2024-11,6,2
HCP01412,2024-12,4,1
HCP01412,2025-01,6,1
HCP01412,2025-02,5,1
HCP01412,2025-03,4,2
HCP01412,2025-04,3,1
HCP01412,2025-05,5,0
HCP01412,2025-06,5,0
HCP01413,2024-01,3,0
HCP01413,2024-02,4,0
HCP01413,2024-03,4,0
HCP01413,2024-04,5,0
HCP01413,2024-05,5,2
HCP01413,2024-06,4,0
HCP01413,2024-07,3,0
HCP01413,2024-08,5,0
HCP01413,2024-09,5,0
HCP01413,2024-10,6,0
HCP01413,2024-11,3,1
HCP01413,2024-12,4,0
HCP01413,2025-01,4,0
HCP01413,2025-02,4,0
HCP01413,2025-03,4,0
HCP01413,2025-04,4,1
HCP01413,2025-05,4,0
HCP01413,2025-06,4,0
HCP01414,2024-01,9,0
HCP01414,2024-02,11,0
HCP01414,2024-03,8,0
HCP01414,2024-04,8,1
HCP01414,2024-05,10,1
HCP01414,2024-06,10,3
HCP01414,2024-07,8,0
HCP01414,2024-08,9,1
HCP01414,2024-09,8,0
HCP01414,2024-10,8,0
HCP01414,2024-11,8,1
HCP01414,2024-12,7,1
HCP01414,2025-01,9,1
HCP01414,2025-02,7,0
HCP01414,2025-03,7,0
HCP01414,2025-04,7,1
HCP01414,2025-05,7,1
HCP01414,2025-06,11,0
HCP01415,2024-01,5,0
HCP01415,2024-02,4,1
HCP01415,2024-03,6,0
HCP01415,2024-04,5,0
HCP01415,2024-05,7,1
HCP01415,2024-06,6,0
HCP01415,2024-07,6,0
HCP01415,2024-08,6,0
HCP01415,2024-09,5,1
HCP01415,2024-10,5,1
HCP01415,2024-11,6,0
HCP01415,2024-12,3,0
HCP01415,2025-01,8,0
HCP01415,2025-02,6,2
HCP01415,2025-03,5,0
HCP01415,2025-04,4,1
HCP01415,2025-05,6,2
HCP01415,2025-06,5,0
HCP01416,2024-01,73,22
HCP01416,2024-02,74,28
HCP01416,2024-03,70,27
HCP01416,2024-04,86,41
HCP01416,2024-05,62,20
HCP01416,2024-06,68,24
HCP01416,2024-07,92,38
HCP01416,2024-08,72,24
HCP01416,2024-09,109,45
HCP01416,2024-10,93,33
HCP01416,2024-11,86,33
HCP01416,2024-12,90,26
HCP01416,2025-01,84,31
HCP01416,2025-02,108,39
HCP01416,2025-03,75,28
HCP01416,2025-04,79,25
HCP01416,2025-05,124,52
HCP01416,2025-06,109,45
HCP01417,2024-01,8,0
HCP01417,2024-02,6,0
HCP01417,2024-03,9,0
HCP01417,2024-04,11,1
HCP01417,2024-05,9,2
HCP01417,2024-06,11,3
HCP01417,2024-07,11,3
HCP01417,2024-08,9,0
HCP01417,2024-09,9,0
HCP01417,2024-10,8,1
HCP01417,2024-11,11,2
HCP01417,2024-12,8,0
HCP01417,2025-01,9,2
HCP01417,2025-02,7,1
HCP01417,2025-03,11,1
HCP01417,2025-04,12,0
HCP01417,2025-05,8,1
HCP01417,2025-06,8,2
HCP01418,2024-01,8,0
HCP01418,2024-02,9,1
HCP01418,2024-03,8,0
HCP01418,2024-04,6,0
HCP01418,2024-05,8,0
HCP01418,2024-06,8,1
HCP01418,2024-07,8,1
HCP01418,2024-08,9,3
HCP01418,2024-09,7,1
HCP01418,2024-10,6,1
HCP01418,2024-11,7,2
HCP01418,2024-12,8,1
HCP01418,2025-01,6,2
HCP01418,2025-02,6,2
HCP01418,2025-03,9,3
HCP01418,2025-04,5,1
HCP01418,2025-05,7,0
HCP01418,2025-06,7,0
HCP01419,2024-01,89,32
HCP01419,2024-02,87,34
HCP01419,2024-03,62,20
HCP01419,2024-04,77,29
HCP01419,2024-05,82,27
HCP01419,2024-06,76,31
HCP01419,2024-07,60,21
HCP01419,2024-08,94,37
HCP01419,2024-09,86,36
HCP01419,2024-10,84,32
HCP01419,2024-11,93,34
HCP01419,2024-12,68,32
HCP01419,2025-01,115,30
HCP01419,2025-02,91,35
HCP01419,2025-03,103,48
HCP01419,2025-04,66,25
HCP01419,2025-05,78,30
HCP01419,2025-06,72,25
HCP01420,2024-01,6,1
HCP01420,2024-02,12,2
HCP01420,2024-03,9,1
HCP01420,2024-04,11,2
HCP01420,2024-05,12,1
HCP01420,2024-06,8,3
HCP01420,2024-07,11,2
HCP01420,2024-08,11,1
HCP01420,2024-09,8,2
HCP01420,2024-10,12,1
HCP01420,2024-11,9,0
HCP01420,2024-12,9,2
HCP01420,2025-01,11,0
HCP01420,2025-02,10,1
HCP01420,2025-03,7,0
HCP01420,2025-04,9,1
HCP01420,2025-05,11,1
HCP01420,2025-06,11,1
HCP01421,2024-01,13,2
HCP01421,2024-02,12,0
HCP01421,2024-03,11,0
HCP01421,2024-04,5,0
HCP01421,2024-05,7,2
HCP01421,2024-06,10,3
HCP01421,2024-07,12,0
HCP01421,2024-08,11,1
HCP01421,2024-09,9,2
HCP01421,2024-10,10,2
HCP01421,2024-11,11,0
HCP01421,2024-12,13,0
HCP01421,2025-01,10,1
HCP01421,2025-02,15,0
HCP01421,2025-03,13,1
HCP01421,2025-04,14,0
HCP01421,2025-05,16,1
HCP01421,2025-06,11,0
HCP01422,2024-01,30,11
HCP01422,2024-02,22,9
HCP01422,2024-03,34,20
HCP01422,2024-04,28,13
HCP01422,2024-05,32,10
HCP01422,2024-06,29,14
HCP01422,2024-07,31,12
HCP01422,2024-08,29,18
HCP01422,2024-09,31,13
HCP01422,2024-10,30,9
HCP01422,2024-11,28,13
HCP01422,2024-12,26,11
HCP01422,2025-01,22,14
HCP01422,2025-02,26,13
HCP01422,2025-03,19,5
HCP01422,2025-04,25,13
HCP01422,2025-05,29,18
HCP01422,2025-06,26,13
HCP01423,2024-01,49,6
HCP01423,2024-02,47,3
HCP01423,2024-03,41,3
HCP01423,2024-04,44,3
HCP01423,2024-05,36,5
HCP01423,2024-06,44,3
HCP01423,2024-07,46,6
HCP01423,2024-08,35,5
HCP01423,2024-09,52,12
HCP01423,2024-10,46,7
HCP01423,2024-11,52,10
HCP01423,2024-12,47,10
HCP01423,2025-01,42,10
HCP01423,2025-02,44,10
HCP01423,2025-03,45,15
HCP01423,2025-04,42,14
HCP01423,2025-05,55,12
HCP01423,2025-06,40,8
HCP01424,2024-01,11,3
HCP01424,2024-02,10,2
HCP01424,2024-03,11,2
HCP01424,2024-04,11,0
HCP01424,2024-05,9,1
HCP01424,2024-06,10,0
HCP01424,2024-07,9,0
HCP01424,2024-08,12,0
HCP01424,2024-09,14,1
HCP01424,2024-10,10,0
HCP01424,2024-11,11,0
HCP01424,2024-12,13,0
HCP01424,2025-01,13,0
HCP01424,2025-02,9,0
HCP01424,2025-03,13,0
HCP01424,2025-04,13,0
HCP01424,2025-05,9,0
HCP01424,2025-06,12,1
HCP01425,2024-01,25,3
HCP01425,2024-02,22,1
HCP01425,2024-03,27,5
HCP01425,2024-04,21,5
HCP01425,2024-05,28,3
HCP01425,2024-06,22,4
HCP01425,2024-07,23,8
HCP01425,2024-08,26,5
HCP01425,2024-09,18,3
HCP01425,2024-10,20,4
HCP01425,2024-11,21,3
HCP01425,2024-12,20,9
HCP01425,2025-01,23,8
HCP01425,2025-02,20,5
HCP01425,2025-03,27,10
HCP01425,2025-04,19,7
HCP01425,2025-05,21,8
HCP01425,2025-06,29,6
HCP01426,2024-01,14,2
HCP01426,2024-02,10,2
HCP01426,2024-03,14,1
HCP01426,2024-04,14,1
HCP01426,2024-05,9,1
HCP01426,2024-06,12,2
HCP01426,2024-07,13,5
HCP01426,2024-08,7,1
HCP01426,2024-09,9,3
HCP01426,2024-10,10,1
HCP01426,2024-11,10,3
HCP01426,2024-12,9,3
HCP01426,2025-01,11,1
HCP01426,2025-02,12,2
HCP01426,2025-03,10,0
HCP01426,2025-04,10,3
HCP01426,2025-05,11,1
HCP01426,2025-06,12,4
HCP01427,2024-01,7,1
HCP01427,2024-02,8,3
HCP01427,2024-03,8,3
HCP01427,2024-04,6,1
HCP01427,2024-05,6,0
HCP01427,2024-06,5,1
HCP01427,2024-07,8,0
HCP01427,2024-08,9,2
HCP01427,2024-09,7,0
HCP01427,2024-10,8,1
HCP01427,2024-11,9,1
HCP01427,2024-12,7,1
HCP01427,2025-01,8,1
HCP01427,2025-02,8,2
HCP01427,2025-03,7,3
HCP01427,2025-04,10,1
HCP01427,2025-05,9,3
HCP01427,2025-06,6,1
HCP01428,2024-01,68,30
HCP01428,2024-02,47,22
HCP01428,2024-03,60,25
HCP01428,2024-04,52,28
HCP01428,2024-05,69,28
HCP01428,2024-06,69,38
HCP01428,2024-07,42,20
HCP01428,2024-08,46,21
HCP01428,2024-09,60,24
HCP01428,2024-10,45,20
HCP01428,2024-11,50,26
HCP01428,2024-12,58,18
HCP01428,2025-01,58,21
HCP01428,2025-02,55,27
HCP01428,2025-03,55,21
HCP01428,2025-04,48,22
HCP01428,2025-05,54,22
HCP01428,2025-06,53,21
HCP01429,2024-01,8,2
HCP01429,2024-02,10,0
HCP01429,2024-03,11,1
HCP01429,2024-04,10,2
HCP01429,2024-05,9,2
HCP01429,2024-06,14,2
HCP01429,2024-07,11,0
HCP01429,2024-08,9,0
HCP01429,2024-09,8,0
HCP01429,2024-10,11,0
HCP01429,2024-11,10,1
HCP01429,2024-12,9,1
HCP01429,2025-01,11,1
HCP01429,2025-02,10,0
HCP01429,2025-03,10,2
HCP01429,2025-04,10,2
HCP01429,2025-05,13,2
HCP01429,2025-06,12,0
HCP01430,2024-01,7,3
HCP01430,2024-02,8,0
HCP01430,2024-03,8,0
HCP01430,2024-04,9,0
HCP01430,2024-05,7,2
HCP01430,2024-06,6,1
HCP01430,2024-07,8,0
HCP01430,2024-08,8,0
HCP01430,2024-09,7,1
HCP01430,2024-10,11,2
HCP01430,2024-11,8,0
HCP01430,2024-12,8,1
HCP01430,2025-01,10,2
HCP01430,2025-02,8,0
HCP01430,2025-03,8,1
HCP01430,2025-04,8,0
HCP01430,2025-05,10,1
HCP01430,2025-06,11,2
HCP01431,2024-01,85,38
HCP01431,2024-02,87,40
HCP01431,2024-03,75,33
HCP01431,2024-04,77,42
HCP01431,2024-05,73,27
HCP01431,2024-06,65,25
HCP01431,2024-07,65,17
HCP01431,2024-08,68,31
HCP01431,2024-09,79,29
HCP01431,2024-10,79,30
HCP01431,2024-11,71,26
HCP01431,2024-12,49,22
HCP01431,2025-01,75,24
HCP01431,2025-02,78,24
HCP01431,2025-03,80,34
HCP01431,2025-04,77,26
HCP01431,2025-05,68,27
HCP01431,2025-06,70,33
HCP01432,2024-01,14,2
HCP01432,2024-02,8,1
HCP01432,2024-03,14,3
HCP01432,2024-04,10,3
HCP01432,2024-05,12,2
HCP01432,2024-06,13,2
HCP01432,2024-07,11,2
HCP01432,2024-08,12,2
HCP01432,2024-09,13,4
HCP01432,2024-10,15,0
HCP01432,2024-11,14,0
HCP01432,2024-12,13,3
HCP01432,2025-01,12,0
HCP01432,2025-02,11,0
HCP01432,2025-03,10,2
HCP01432,2025-04,10,4
HCP01432,2025-05,9,2
HCP01432,2025-06,8,1
HCP01433,2024-01,52,20
HCP01433,2024-02,50,18
HCP01433,2024-03,41,17
HCP01433,2024-04,44,16
HCP01433,2024-05,53,13
HCP01433,2024-06,47,18
HCP01433,2024-07,52,13
HCP01433,2024-08,46,12
HCP01433,2024-09,53,6
HCP01433,2024-10,53,11
HCP01433,2024-11,51,5
HCP01433,2024-12,53,8
HCP01433,2025-01,39,4
HCP01433,2025-02,51,3
HCP01433,2025-03,53,5
HCP01433,2025-04,60,8
HCP01433,2025-05,49,5
HCP01433,2025-06,56,2
HCP01434,2024-01,7,0
HCP01434,2024-02,6,1
HCP01434,2024-03,6,1
HCP01434,2024-04,7,0
HCP01434,2024-05,7,0
HCP01434,2024-06,4,0
HCP01434,2024-07,8,0
HCP01434,2024-08,8,1
HCP01434,2024-09,7,0
HCP01434,2024-10,6,2
HCP01434,2024-11,6,1
HCP01434,2024-12,6,1
HCP01434,2025-01,5,2
HCP01434,2025-02,6,1
HCP01434,2025-03,8,4
HCP01434,2025-04,5,1
HCP01434,2025-05,8,1
HCP01434,2025-06,9,1
HCP01435,2024-01,9,1
HCP01435,2024-02,11,1
HCP01435,2024-03,8,0
HCP01435,2024-04,8,0
HCP01435,2024-05,13,0
HCP01435,2024-06,11,0
HCP01435,2024-07,10,1
HCP01435,2024-08,13,4
HCP01435,2024-09,10,0
HCP01435,2024-10,8,1
HCP01435,2024-11,12,3
HCP01435,2024-12,9,1
HCP01435,2025-01,7,1
HCP01435,2025-02,12,1
HCP01435,2025-03,10,0
HCP01435,2025-04,9,0
HCP01435,2025-05,10,2
HCP01435,2025-06,10,1
HCP01436,2024-01,11,1
HCP01436,2024-02,7,1
HCP01436,2024-03,8,0
HCP01436,2024-04,8,0
HCP01436,2024-05,9,0
HCP01436,2024-06,10,1
HCP01436,2024-07,8,0
HCP01436,2024-08,8,0
HCP01436,2024-09,9,1
HCP01436,2024-10,11,0
HCP01436,2024-11,8,0
HCP01436,2024-12,12,1
HCP01436,2025-01,11,1
HCP01436,2025-02,10,0
HCP01436,2025-03,9,0
HCP01436,2025-04,8,0
HCP01436,2025-05,7,0
HCP01436,2025-06,9,1
HCP01437,2024-01,51,9
HCP01437,2024-02,49,8
HCP01437,2024-03,51,7
HCP01437,2024-04,45,4
HCP01437,2024-05,41,5
HCP01437,2024-06,41,10
HCP01437,2024-07,51,13
HCP01437,2024-08,49,8
HCP01437,2024-09,47,11
HCP01437,2024-10,45,15
HCP01437,2024-11,43,7
HCP01437,2024-12,45,14
HCP01437,2025-01,41,12
HCP01437,2025-02,49,12
HCP01437,2025-03,55,11
HCP01437,2025-04,53,19
HCP01437,2025-05,40,17
HCP01437,2025-06,59,22
HCP01438,2024-01,97,33
HCP01438,2024-02,84,39
HCP01438,2024-03,72,22
HCP01438,2024-04,93,34
HCP01438,2024-05,70,22
HCP01438,2024-06,92,20
HCP01438,2024-07,89,22
HCP01438,2024-08,90,27
HCP01438,2024-09,97,29
HCP01438,2024-10,79,19
HCP01438,2024-11,84,21
HCP01438,2024-12,85,15
HCP01438,2025-01,69,14
HCP01438,2025-02,85,26
HCP01438,2025-03,92,9
HCP01438,2025-04,104,16
HCP01438,2025-05,95,19
HCP01438,2025-06,121,11
HCP01439,2024-01,4,2
HCP01439,2024-02,4,0
HCP01439,2024-03,4,0
HCP01439,2024-04,4,2
HCP01439,2024-05,3,2
HCP01439,2024-06,5,0
HCP01439,2024-07,3,1
HCP01439,2024-08,4,1
HCP01439,2024-09,4,1
HCP01439,2024-10,3,0
HCP01439,2024-11,3,1
HCP01439,2024-12,5,1
HCP01439,2025-01,3,0
HCP01439,2025-02,4,1
HCP01439,2025-03,4,0
HCP01439,2025-04,2,1
HCP01439,2025-05,4,0
HCP01439,2025-06,4,0
HCP01440,2024-01,1,0
HCP01440,2024-02,1,0
HCP01440,2024-03,2,0
HCP01440,2024-04,1,0
HCP01440,2024-05,2,0
HCP01440,2024-06,2,0
HCP01440,2024-07,1,0
HCP01440,2024-08,1,0
HCP01440,2024-09,1,0
HCP01440,2024-10,1,0
HCP01440,2024-11,1,0
HCP01440,2024-12,2,0
HCP01440,2025-01,1,0
HCP01440,2025-02,1,0
HCP01440,2025-03,1,0
HCP01440,2025-04,1,0
HCP01440,2025-05,1,0
HCP01440,2025-06,2,0
HCP01441,2024-01,46,2
HCP01441,2024-02,59,10
HCP01441,2024-03,61,4
HCP01441,2024-04,50,5
HCP01441,2024-05,61,12
HCP01441,2024-06,72,11
HCP01441,2024-07,61,7
HCP01441,2024-08,55,13
HCP01441,2024-09,72,12
HCP01441,2024-10,61,15
HCP01441,2024-11,53,11
HCP01441,2024-12,46,9
HCP01441,2025-01,55,12
HCP01441,2025-02,48,10
HCP01441,2025-03,60,15
HCP01441,2025-04,78,21
HCP01441,2025-05,58,17
HCP01441,2025-06,70,18
HCP01442,2024-01,14,4
HCP01442,2024-02,12,6
HCP01442,2024-03,12,3
HCP01442,2024-04,10,4
HCP01442,2024-05,12,2
HCP01442,2024-06,12,2
HCP01442,2024-07,14,2
HCP01442,2024-08,12,4
HCP01442,2024-09,13,2
HCP01442,2024-10,10,0
HCP01442,2024-11,12,1
HCP01442,2024-12,13,2
HCP01442,2025-01,13,2
HCP01442,2025-02,9,2
HCP01442,2025-03,13,4
HCP01442,2025-04,12,1
HCP01442,2025-05,14,2
HCP01442,2025-06,12,2
HCP01443,2024-01,8,0
HCP01443,2024-02,7,3
HCP01443,2024-03,6,1
HCP01443,2024-04,6,1
HCP01443,2024-05,7,0
HCP01443,2024-06,5,2
HCP01443,2024-07,8,0
HCP01443,2024-08,6,1
HCP01443,2024-09,6,2
HCP01443,2024-10,6,0
HCP01443,2024-11,7,0
HCP01443,2024-12,8,1
HCP01443,2025-01,6,0
HCP01443,2025-02,6,2
HCP01443,2025-03,4,1
HCP01443,2025-04,8,0
HCP01443,2025-05,7,0
HCP01443,2025-06,7,4
HCP01444,2024-01,4,0
HCP01444,2024-02,3,1
HCP01444,2024-03,1,0
HCP01444,2024-04,4,1
HCP01444,2024-05,3,0
HCP01444,2024-06,3,1
HCP01444,2024-07,3,1
HCP01444,2024-08,4,2
HCP01444,2024-09,3,0
HCP01444,2024-10,4,1
HCP01444,2024-11,2,0
HCP01444,2024-12,3,1
HCP01444,2025-01,4,0
HCP01444,2025-02,3,1
HCP01444,2025-03,3,0
HCP01444,2025-04,4,1
HCP01444,2025-05,4,1
HCP01444,2025-06,3,0
HCP01445,2024-01,42,0
HCP01445,2024-02,45,0
HCP01445,2024-03,34,2
HCP01445,2024-04,45,1
HCP01445,2024-05,43,3
HCP01445,2024-06,35,4
HCP01445,2024-07,48,3
HCP01445,2024-08,36,5
HCP01445,2024-09,49,8
HCP01445,2024-10,49,6
HCP01445,2024-11,46,7
HCP01445,2024-12,45,6
HCP01445,2025-01,44,8
HCP01445,2025-02,43,8
HCP01445,2025-03,47,10
HCP01445,2025-04,56,12
HCP01445,2025-05,46,7
HCP01445,2025-06,46,10
HCP01446,2024-01,45,5
HCP01446,2024-02,53,3
HCP01446,2024-03,64,4
HCP01446,2024-04,70,15
HCP01446,2024-05,57,5
HCP01446,2024-06,53,6
HCP01446,2024-07,64,17
HCP01446,2024-08,66,9
HCP01446,2024-09,64,9
HCP01446,2024-10,59,16
HCP01446,2024-11,46,8
HCP01446,2024-12,54,10
HCP01446,2025-01,64,19
HCP01446,2025-02,60,17
HCP01446,2025-03,66,12
HCP01446,2025-04,68,15
HCP01446,2025-05,47,7
HCP01446,2025-06,46,17
HCP01447,2024-01,51,6
HCP01447,2024-02,42,6
HCP01447,2024-03,60,11
HCP01447,2024-04,44,9
HCP01447,2024-05,44,15
HCP01447,2024-06,51,14
HCP01447,2024-07,46,9
HCP01447,2024-08,46,8
HCP01447,2024-09,60,7
HCP01447,2024-10,55,18
HCP01447,2024-11,46,15
HCP01447,2024-12,57,18
HCP01447,2025-01,57,18
HCP01447,2025-02,51,12
HCP01447,2025-03,34,19
HCP01447,2025-04,49,14
HCP01447,2025-05,42,8
HCP01447,2025-06,47,12
HCP01448,2024-01,4,2
HCP01448,2024-02,4,0
HCP01448,2024-03,3,3
HCP01448,2024-04,4,0
HCP01448,2024-05,4,0
HCP01448,2024-06,3,0
HCP01448,2024-07,3,1
HCP01448,2024-08,5,4
HCP01448,2024-09,4,1
HCP01448,2024-10,4,1
HCP01448,2024-11,4,0
HCP01448,2024-12,4,1
HCP01448,2025-01,5,0
HCP01448,2025-02,4,2
HCP01448,2025-03,4,2
HCP01448,2025-04,3,0
HCP01448,2025-05,4,0
HCP01448,2025-06,5,2
HCP01449,2024-01,7,1
HCP01449,2024-02,7,1
HCP01449,2024-03,8,2
HCP01449,2024-04,8,0
HCP01449,2024-05,8,1
HCP01449,2024-06,8,1
HCP01449,2024-07,9,2
HCP01449,2024-08,10,1
HCP01449,2024-09,9,0
HCP01449,2024-10,8,0
HCP01449,2024-11,8,3
HCP01449,2024-12,9,0
HCP01449,2025-01,11,0
HCP01449,2025-02,9,1
HCP01449,2025-03,9,3
HCP01449,2025-04,7,0
HCP01449,2025-05,11,0
HCP01449,2025-06,8,2
HCP01450,2024-01,12,0
HCP01450,2024-02,15,3
HCP01450,2024-03,15,0
HCP01450,2024-04,16,2
HCP01450,2024-05,16,2
HCP01450,2024-06,15,1
HCP01450,2024-07,16,3
HCP01450,2024-08,18,1
HCP01450,2024-09,13,5
HCP01450,2024-10,14,1
HCP01450,2024-11,20,7
HCP01450,2024-12,14,3
HCP01450,2025-01,11,1
HCP01450,2025-02,15,3
HCP01450,2025-03,16,3
HCP01450,2025-04,18,1
HCP01450,2025-05,17,4
HCP01450,2025-06,13,2
HCP01451,2024-01,9,1
HCP01451,2024-02,8,2
HCP01451,2024-03,12,0
HCP01451,2024-04,11,1
HCP01451,2024-05,8,0
HCP01451,2024-06,10,1
HCP01451,2024-07,9,1
HCP01451,2024-08,8,2
HCP01451,2024-09,11,1
HCP01451,2024-10,11,0
HCP01451,2024-11,12,0
HCP01451,2024-12,11,2
HCP01451,2025-01,9,0
HCP01451,2025-02,11,2
HCP01451,2025-03,7,2
HCP01451,2025-04,9,3
HCP01451,2025-05,9,1
HCP01451,2025-06,12,2
HCP01452,2024-01,12,0
HCP01452,2024-02,11,0
HCP01452,2024-03,10,0
HCP01452,2024-04,10,0
HCP01452,2024-05,10,2
HCP01452,2024-06,9,0
