hcp_id,month,calls
HCP02166,2024-09,2
HCP02169,2024-09,1
HCP02174,2024-09,2
HCP02175,2024-09,2
HCP02176,2024-09,1
HCP02177,2024-09,1
HCP02178,2024-09,1
HCP02181,2024-09,2
HCP02182,2024-09,1
HCP02185,2024-09,1
HCP02186,2024-09,1
HCP02188,2024-09,2
HCP02190,2024-09,2
HCP02191,2024-09,1
HCP02192,2024-09,2
HCP02194,2024-09,1
HCP02197,2024-09,4
HCP02199,2024-09,7
HCP02200,2024-09,2
HCP02202,2024-09,1
HCP02203,2024-09,1
HCP02205,2024-09,3
HCP02206,2024-09,1
HCP02208,2024-09,2
HCP02209,2024-09,1
HCP02212,2024-09,1
HCP02220,2024-09,1
HCP02222,2024-09,4
HCP02223,2024-09,1
HCP02224,2024-09,1
HCP02225,2024-09,1
HCP02227,2024-09,1
HCP02228,2024-09,1
HCP02230,2024-09,1
HCP02231,2024-09,2
HCP02233,2024-09,4
HCP02236,2024-09,1
HCP02238,2024-09,1
HCP02239,2024-09,4
HCP02241,2024-09,1
HCP02249,2024-09,1
HCP02250,2024-09,2
HCP02251,2024-09,1
HCP02252,2024-09,1
HCP02253,2024-09,2
HCP02254,2024-09,2
HCP02258,2024-09,4
HCP02259,2024-09,2
HCP02261,2024-09,1
HCP02262,2024-09,1
HCP02263,2024-09,1
HCP02266,2024-09,1
HCP02267,2024-09,1
HCP02269,2024-09,5
HCP02270,2024-09,2
HCP02271,2024-09,2
HCP02273,2024-09,1
HCP02274,2024-09,2
HCP02275,2024-09,5
HCP02277,2024-09,4
HCP02278,2024-09,5
HCP02280,2024-09,2
HCP02282,2024-09,1
HCP02283,2024-09,3
HCP02286,2024-09,2
HCP02288,2024-09,1
HCP02289,2024-09,2
HCP02290,2024-09,2
HCP02291,2024-09,3
HCP02293,2024-09,1
HCP02294,2024-09,2
HCP02297,2024-09,2
HCP02298,2024-09,4
HCP02299,2024-09,1
HCP02300,2024-09,1
HCP02301,2024-09,4
HCP02302,2024-09,1
HCP02303,2024-09,1
HCP02304,2024-09,2
HCP02305,2024-09,1
HCP02306,2024-09,1
HCP02308,2024-09,1
HCP02310,2024-09,2
HCP02313,2024-09,2
HCP02317,2024-09,2
HCP02318,2024-09,1
HCP02319,2024-09,1
HCP02320,2024-09,2
HCP02321,2024-09,1
HCP02322,2024-09,1
HCP02323,2024-09,2
HCP02325,2024-09,1
HCP02326,2024-09,3
HCP02330,2024-09,1
HCP02331,2024-09,2
HCP02332,2024-09,6
HCP02333,2024-09,4
HCP02336,2024-09,1
HCP02337,2024-09,3
HCP02338,2024-09,2
HCP02341,2024-09,1
HCP02342,2024-09,1
HCP02344,2024-09,1
HCP02345,2024-09,1
HCP02346,2024-09,1
HCP02347,2024-09,2
HCP02350,2024-09,2
HCP02351,2024-09,5
HCP02352,2024-09,5
HCP02356,2024-09,2
HCP02358,2024-09,1
HCP02359,2024-09,1
HCP02361,2024-09,1
HCP02365,2024-09,1
HCP02366,2024-09,2
HCP02370,2024-09,2
HCP02372,2024-09,2
HCP02373,2024-09,2
HCP02376,2024-09,1
HCP02377,2024-09,2
HCP02378,2024-09,3
HCP02379,2024-09,1
HCP02381,2024-09,2
HCP02382,2024-09,1
HCP02383,2024-09,1
HCP02384,2024-09,3
HCP02385,2024-09,2
HCP02392,2024-09,1
HCP02396,2024-09,15
HCP02397,2024-09,1
HCP02405,2024-09,1
HCP02410,2024-09,1
HCP02414,2024-09,1
HCP02415,2024-09,9
HCP02423,2024-09,2
HCP02428,2024-09,1
HCP02430,2024-09,1
HCP02431,2024-09,3
HCP02434,2024-09,1
HCP02435,2024-09,1
HCP02436,2024-09,1
HCP02437,2024-09,1
HCP02438,2024-09,2
HCP02445,2024-09,1
HCP02446,2024-09,3
HCP02452,2024-09,8
HCP02453,2024-09,1
HCP02455,2024-09,3
HCP02456,2024-09,3
HCP02457,2024-09,5
HCP02458,2024-09,1
HCP02462,2024-09,3
HCP02463,2024-09,1
HCP02464,2024-09,1
HCP02465,2024-09,1
HCP02466,2024-09,1
HCP02467,2024-09,1
HCP02468,2024-09,1
HCP02471,2024-09,4
HCP02472,2024-09,1
HCP02473,2024-09,1
HCP02474,2024-09,6
HCP02476,2024-09,1
HCP02486,2024-09,1
HCP02489,2024-09,1
HCP02490,2024-09,1
HCP02492,2024-09,1
HCP02493,2024-09,1
HCP02494,2024-09,1
HCP02495,2024-09,4
HCP02498,2024-09,2
HCP02500,2024-09,2
HCP00003,2024-10,1
HCP00004,2024-10,4
HCP00005,2024-10,2
HCP00006,2024-10,1
HCP00009,2024-10,1
HCP00011,2024-10,1
HCP00012,2024-10,1
HCP00013,2024-10,2
HCP00016,2024-10,1
HCP00018,2024-10,2
HCP00020,2024-10,1
HCP00022,2024-10,2
HCP00029,2024-10,1
HCP00030,2024-10,2
HCP00032,2024-10,1
HCP00034,2024-10,1
HCP00036,2024-10,2
HCP00038,2024-10,1
HCP00039,2024-10,4
HCP00040,2024-10,3
HCP00042,2024-10,1
HCP00043,2024-10,2
HCP00045,2024-10,1
HCP00047,2024-10,1
HCP00050,2024-10,3
HCP00051,2024-10,1
HCP00052,2024-10,1
HCP00053,2024-10,2
HCP00054,2024-10,3
HCP00055,2024-10,1
HCP00057,2024-10,1
HCP00059,2024-10,2
HCP00060,2024-10,1
HCP00063,2024-10,12
HCP00065,2024-10,5
HCP00069,2024-10,1
HCP00071,2024-10,3
HCP00072,2024-10,3
HCP00073,2024-10,1
HCP00074,2024-10,1
HCP00075,2024-10,2
HCP00076,2024-10,1
HCP00077,2024-10,2
HCP00079,2024-10,1
HCP00080,2024-10,1
HCP00081,2024-10,1
HCP00084,2024-10,2
HCP00086,2024-10,1
HCP00090,2024-10,2
HCP00092,2024-10,2
HCP00093,2024-10,4
HCP00094,2024-10,1
HCP00095,2024-10,2
HCP00097,2024-10,1
HCP00098,2024-10,1
HCP00102,2024-10,1
HCP00104,2024-10,1
HCP00105,2024-10,1
HCP00106,2024-10,1
HCP00108,2024-10,2
HCP00115,2024-10,1
HCP00119,2024-10,5
HCP00120,2024-10,2
HCP00121,2024-10,1
HCP00125,2024-10,1
HCP00126,2024-10,1
HCP00127,2024-10,1
HCP00128,2024-10,2
HCP00130,2024-10,1
HCP00138,2024-10,3
HCP00139,2024-10,1
HCP00142,2024-10,3
HCP00143,2024-10,1
HCP00145,2024-10,2
HCP00148,2024-10,1
HCP00151,2024-10,1
HCP00152,2024-10,2
HCP00153,2024-10,2
HCP00157,2024-10,3
HCP00161,2024-10,2
HCP00162,2024-10,1
HCP00163,2024-10,3
HCP00165,2024-10,1
HCP00167,2024-10,1
HCP00168,2024-10,3
HCP00169,2024-10,2
HCP00171,2024-10,2
HCP00172,2024-10,2
HCP00173,2024-10,2
HCP00176,2024-10,1
HCP00177,2024-10,1
HCP00178,2024-10,3
HCP00179,2024-10,2
HCP00181,2024-10,1
HCP00182,2024-10,3
HCP00183,2024-10,5
HCP00185,2024-10,1
HCP00187,2024-10,1
HCP00188,2024-10,2
HCP00189,2024-10,2
HCP00191,2024-10,2
HCP00193,2024-10,3
HCP00195,2024-10,1
HCP00196,2024-10,4
HCP00198,2024-10,1
HCP00199,2024-10,1
HCP00200,2024-10,1
HCP00201,2024-10,1
HCP00204,2024-10,3
HCP00205,2024-10,1
HCP00206,2024-10,1
HCP00209,2024-10,1
HCP00210,2024-10,1
HCP00211,2024-10,1
HCP00212,2024-10,1
HCP00215,2024-10,1
HCP00217,2024-10,3
HCP00224,2024-10,1
HCP00226,2024-10,1
HCP00227,2024-10,3
HCP00228,2024-10,1
HCP00230,2024-10,4
HCP00231,2024-10,2
HCP00234,2024-10,1
HCP00236,2024-10,1
HCP00237,2024-10,1
HCP00238,2024-10,3
HCP00241,2024-10,3
HCP00242,2024-10,3
HCP00243,2024-10,3
HCP00244,2024-10,1
HCP00245,2024-10,1
HCP00247,2024-10,4
HCP00248,2024-10,2
HCP00252,2024-10,1
HCP00253,2024-10,1
HCP00254,2024-10,1
HCP00255,2024-10,1
HCP00256,2024-10,1
HCP00259,2024-10,2
HCP00260,2024-10,3
HCP00263,2024-10,1
HCP00268,2024-10,2
HCP00269,2024-10,1
HCP00270,2024-10,2
HCP00271,2024-10,3
HCP00272,2024-10,1
HCP00276,2024-10,1
HCP00277,2024-10,1
HCP00278,2024-10,1
HCP00279,2024-10,3
HCP00280,2024-10,6
HCP00281,2024-10,3
HCP00282,2024-10,1
HCP00284,2024-10,1
HCP00289,2024-10,1
HCP00290,2024-10,1
HCP00291,2024-10,1
HCP00293,2024-10,6
HCP00294,2024-10,2
HCP00296,2024-10,2
HCP00297,2024-10,1
HCP00299,2024-10,1
HCP00303,2024-10,1
HCP00305,2024-10,2
HCP00306,2024-10,1
HCP00310,2024-10,1
HCP00311,2024-10,1
HCP00315,2024-10,2
HCP00316,2024-10,3
HCP00319,2024-10,4
HCP00321,2024-10,1
HCP00322,2024-10,1
HCP00327,2024-10,1
HCP00328,2024-10,1
HCP00332,2024-10,4
HCP00334,2024-10,1
HCP00337,2024-10,1
HCP00339,2024-10,1
HCP00340,2024-10,1
HCP00342,2024-10,6
HCP00343,2024-10,2
HCP00344,2024-10,4
HCP00345,2024-10,1
HCP00346,2024-10,2
HCP00347,2024-10,1
HCP00348,2024-10,1
HCP00354,2024-10,1
HCP00355,2024-10,6
HCP00356,2024-10,1
HCP00363,2024-10,1
HCP00364,2024-10,2
HCP00366,2024-10,2
HCP00369,2024-10,1
HCP00371,2024-10,9
HCP00372,2024-10,4
HCP00376,2024-10,2
HCP00378,2024-10,1
HCP00379,2024-10,1
HCP00380,2024-10,2
HCP00382,2024-10,2
HCP00383,2024-10,1
HCP00387,2024-10,1
HCP00389,2024-10,1
HCP00390,2024-10,6
HCP00392,2024-10,1
HCP00395,2024-10,3
HCP00396,2024-10,1
HCP00397,2024-10,1
HCP00399,2024-10,1
HCP00400,2024-10,1
HCP00401,2024-10,2
HCP00402,2024-10,1
HCP00403,2024-10,1
HCP00404,2024-10,4
HCP00405,2024-10,1
HCP00407,2024-10,2
HCP00409,2024-10,1
HCP00410,2024-10,2
HCP00411,2024-10,6
HCP00413,2024-10,1
HCP00421,2024-10,9
HCP00422,2024-10,4
HCP00425,2024-10,5
HCP00429,2024-10,1
HCP00430,2024-10,1
HCP00431,2024-10,1
HCP00434,2024-10,1
HCP00435,2024-10,3
HCP00438,2024-10,2
HCP00441,2024-10,1
HCP00443,2024-10,1
HCP00444,2024-10,1
HCP00447,2024-10,1
HCP00448,2024-10,1
HCP00451,2024-10,5
HCP00452,2024-10,2
HCP00456,2024-10,4
HCP00461,2024-10,1
HCP00462,2024-10,2
HCP00463,2024-10,2
HCP00464,2024-10,4
HCP00465,2024-10,3
HCP00467,2024-10,11
HCP00468,2024-10,1
HCP00471,2024-10,3
HCP00473,2024-10,3
HCP00474,2024-10,4
HCP00475,2024-10,1
HCP00478,2024-10,1
HCP00479,2024-10,1
HCP00480,2024-10,4
HCP00483,2024-10,1
HCP00484,2024-10,6
HCP00489,2024-10,1
HCP00493,2024-10,1
HCP00500,2024-10,1
HCP00501,2024-10,1
HCP00502,2024-10,2
HCP00503,2024-10,1
HCP00505,2024-10,1
HCP00507,2024-10,1
HCP00514,2024-10,1
HCP00515,2024-10,2
HCP00520,2024-10,2
HCP00521,2024-10,2
HCP00523,2024-10,1
HCP00524,2024-10,1
HCP00525,2024-10,2
HCP00526,2024-10,2
HCP00529,2024-10,1
HCP00530,2024-10,2
HCP00535,2024-10,1
HCP00537,2024-10,2
HCP00541,2024-10,3
HCP00543,2024-10,3
HCP00544,2024-10,1
HCP00547,2024-10,3
HCP00548,2024-10,1
HCP00550,2024-10,1
HCP00551,2024-10,1
HCP00554,2024-10,1
HCP00556,2024-10,1
HCP00557,2024-10,1
HCP00561,2024-10,6
HCP00562,2024-10,2
HCP00563,2024-10,3
HCP00566,2024-10,1
HCP00568,2024-10,1
HCP00570,2024-10,2
HCP00572,2024-10,1
HCP00573,2024-10,1
HCP00574,2024-10,1
HCP00575,2024-10,1
HCP00576,2024-10,1
HCP00578,2024-10,1
HCP00581,2024-10,7
HCP00582,2024-10,1
HCP00590,2024-10,1
HCP00592,2024-10,2
HCP00595,2024-10,1
HCP00596,2024-10,2
HCP00598,2024-10,5
HCP00599,2024-10,1
HCP00608,2024-10,2
HCP00615,2024-10,2
HCP00617,2024-10,1
HCP00619,2024-10,1
HCP00622,2024-10,1
HCP00623,2024-10,2
HCP00624,2024-10,1
HCP00625,2024-10,1
HCP00627,2024-10,1
HCP00628,2024-10,1
HCP00629,2024-10,1
HCP00632,2024-10,3
HCP00633,2024-10,2
HCP00636,2024-10,3
HCP00637,2024-10,1
HCP00638,2024-10,1
HCP00639,2024-10,3
HCP00641,2024-10,1
HCP00644,2024-10,1
HCP00646,2024-10,2
HCP00647,2024-10,2
HCP00650,2024-10,3
HCP00651,2024-10,5
HCP00652,2024-10,1
HCP00653,2024-10,1
HCP00658,2024-10,2
HCP00659,2024-10,4
HCP00660,2024-10,1
HCP00661,2024-10,1
HCP00662,2024-10,4
HCP00663,2024-10,4
HCP00665,2024-10,7
HCP00666,2024-10,2
HCP00667,2024-10,1
HCP00668,2024-10,3
HCP00669,2024-10,1
HCP00670,2024-10,2
HCP00671,2024-10,6
HCP00672,2024-10,2
HCP00675,2024-10,1
HCP00677,2024-10,3
HCP00678,2024-10,1
HCP00682,2024-10,1
HCP00683,2024-10,1
HCP00684,2024-10,1
HCP00685,2024-10,1
HCP00689,2024-10,2
HCP00693,2024-10,2
HCP00695,2024-10,1
HCP00696,2024-10,2
HCP00697,2024-10,2
HCP00698,2024-10,10
HCP00699,2024-10,2
HCP00700,2024-10,1
HCP00701,2024-10,2
HCP00702,2024-10,1
HCP00703,2024-10,1
HCP00705,2024-10,1
HCP00706,2024-10,1
HCP00709,2024-10,2
HCP00710,2024-10,1
HCP00711,2024-10,1
HCP00712,2024-10,2
HCP00713,2024-10,1
HCP00716,2024-10,1
HCP00717,2024-10,1
HCP00718,2024-10,2
HCP00721,2024-10,4
HCP00723,2024-10,1
HCP00725,2024-10,1
HCP00727,2024-10,1
HCP00732,2024-10,1
HCP00734,2024-10,1
HCP00737,2024-10,1
HCP00738,2024-10,1
HCP00740,2024-10,1
HCP00741,2024-10,4
HCP00742,2024-10,2
HCP00743,2024-10,5
HCP00745,2024-10,1
HCP00746,2024-10,1
HCP00748,2024-10,1
HCP00749,2024-10,1
HCP00750,2024-10,1
HCP00762,2024-10,2
HCP00766,2024-10,1
HCP00768,2024-10,2
HCP00769,2024-10,3
HCP00770,2024-10,2
HCP00775,2024-10,1
HCP00777,2024-10,2
HCP00779,2024-10,1
HCP00780,2024-10,1
HCP00781,2024-10,1
HCP00783,2024-10,1
HCP00784,2024-10,1
HCP00786,2024-10,2
HCP00792,2024-10,1
HCP00793,2024-10,2
HCP00794,2024-10,3
HCP00796,2024-10,3
HCP00797,2024-10,4
HCP00805,2024-10,1
HCP00806,2024-10,1
HCP00807,2024-10,3
HCP00808,2024-10,1
HCP00812,2024-10,3
HCP00813,2024-10,1
HCP00814,2024-10,3
HCP00816,2024-10,6
HCP00817,2024-10,1
HCP00819,2024-10,1
HCP00820,2024-10,2
HCP00821,2024-10,1
HCP00824,2024-10,1
HCP00826,2024-10,1
HCP00831,2024-10,4
HCP00832,2024-10,1
HCP00834,2024-10,1
HCP00836,2024-10,1
HCP00837,2024-10,1
HCP00838,2024-10,2
HCP00842,2024-10,1
HCP00843,2024-10,2
HCP00844,2024-10,1
HCP00848,2024-10,1
HCP00849,2024-10,3
HCP00852,2024-10,1
HCP00855,2024-10,2
HCP00857,2024-10,3
HCP00858,2024-10,1
HCP00859,2024-10,1
HCP00862,2024-10,1
HCP00864,2024-10,1
HCP00865,2024-10,1
HCP00867,2024-10,1
HCP00868,2024-10,1
HCP00869,2024-10,2
HCP00870,2024-10,2
HCP00875,2024-10,1
HCP00876,2024-10,1
HCP00878,2024-10,1
HCP00879,2024-10,1
HCP00881,2024-10,1
HCP00883,2024-10,1
HCP00884,2024-10,2
HCP00886,2024-10,1
HCP00887,2024-10,2
HCP00889,2024-10,1
HCP00892,2024-10,5
HCP00893,2024-10,1
HCP00900,2024-10,2
HCP00901,2024-10,3
HCP00902,2024-10,1
HCP00904,2024-10,1
HCP00908,2024-10,2
HCP00913,2024-10,1
HCP00915,2024-10,2
HCP00916,2024-10,1
HCP00917,2024-10,2
HCP00918,2024-10,1
HCP00919,2024-10,2
HCP00920,2024-10,3
HCP00921,2024-10,1
HCP00922,2024-10,2
HCP00927,2024-10,1
HCP00933,2024-10,1
HCP00935,2024-10,1
HCP00936,2024-10,1
HCP00937,2024-10,1
HCP00941,2024-10,2
HCP00943,2024-10,6
HCP00944,2024-10,1
HCP00951,2024-10,1
HCP00954,2024-10,1
HCP00955,2024-10,1
HCP00957,2024-10,4
HCP00961,2024-10,5
HCP00962,2024-10,1
HCP00963,2024-10,1
HCP00971,2024-10,1
HCP00972,2024-10,1
HCP00973,2024-10,2
HCP00975,2024-10,2
HCP00978,2024-10,1
HCP00981,2024-10,1
HCP00986,2024-10,3
HCP00987,2024-10,1
HCP00989,2024-10,1
HCP00996,2024-10,1
HCP00998,2024-10,2
HCP00999,2024-10,3
HCP01001,2024-10,3
HCP01002,2024-10,1
HCP01005,2024-10,2
HCP01008,2024-10,1
HCP01009,2024-10,1
HCP01011,2024-10,1
HCP01016,2024-10,1
HCP01017,2024-10,2
HCP01020,2024-10,1
HCP01021,2024-10,4
HCP01026,2024-10,4
HCP01031,2024-10,2
HCP01032,2024-10,1
HCP01033,2024-10,2
HCP01035,2024-10,3
HCP01039,2024-10,3
HCP01040,2024-10,4
HCP01042,2024-10,2
HCP01043,2024-10,2
HCP01044,2024-10,2
HCP01045,2024-10,1
HCP01047,2024-10,1
HCP01048,2024-10,7
HCP01049,2024-10,1
HCP01050,2024-10,1
HCP01053,2024-10,2
HCP01056,2024-10,1
HCP01059,2024-10,1
HCP01060,2024-10,10
HCP01061,2024-10,2
HCP01062,2024-10,9
HCP01065,2024-10,1
HCP01066,2024-10,1
HCP01068,2024-10,4
HCP01069,2024-10,2
HCP01070,2024-10,3
HCP01072,2024-10,1
HCP01074,2024-10,2
HCP01075,2024-10,1
HCP01076,2024-10,1
HCP01077,2024-10,2
HCP01078,2024-10,1
HCP01079,2024-10,1
HCP01080,2024-10,2
HCP01081,2024-10,2
HCP01082,2024-10,3
HCP01083,2024-10,3
HCP01084,2024-10,1
HCP01085,2024-10,1
HCP01088,2024-10,1
HCP01092,2024-10,3
HCP01094,2024-10,2
HCP01095,2024-10,1
HCP01097,2024-10,2
HCP01098,2024-10,1
HCP01102,2024-10,1
HCP01103,2024-10,3
HCP01104,2024-10,1
HCP01105,2024-10,1
HCP01109,2024-10,3
HCP01110,2024-10,1
HCP01111,2024-10,1
HCP01112,2024-10,1
HCP01113,2024-10,1
HCP01114,2024-10,1
HCP01118,2024-10,2
HCP01119,2024-10,2
HCP01120,2024-10,1
HCP01121,2024-10,2
HCP01122,2024-10,1
HCP01123,2024-10,1
HCP01125,2024-10,1
HCP01126,2024-10,4
HCP01127,2024-10,1
HCP01129,2024-10,1
HCP01130,2024-10,6
HCP01132,2024-10,1
HCP01133,2024-10,3
HCP01134,2024-10,1
HCP01135,2024-10,1
HCP01138,2024-10,2
HCP01139,2024-10,1
HCP01141,2024-10,2
HCP01142,2024-10,1
HCP01143,2024-10,1
HCP01144,2024-10,1
HCP01148,2024-10,2
HCP01150,2024-10,3
HCP01151,2024-10,2
HCP01154,2024-10,4
HCP01156,2024-10,4
HCP01158,2024-10,5
HCP01160,2024-10,1
HCP01162,2024-10,2
HCP01163,2024-10,3
HCP01164,2024-10,2
HCP01166,2024-10,1
HCP01167,2024-10,2
HCP01168,2024-10,2
HCP01169,2024-10,2
HCP01171,2024-10,1
HCP01172,2024-10,2
HCP01174,2024-10,1
HCP01177,2024-10,3
HCP01178,2024-10,1
HCP01180,2024-10,1
HCP01183,2024-10,2
HCP01185,2024-10,1
HCP01187,2024-10,1
HCP01188,2024-10,1
HCP01189,2024-10,2
HCP01197,2024-10,2
HCP01199,2024-10,1
HCP01200,2024-10,1
HCP01201,2024-10,1
HCP01203,2024-10,2
HCP01204,2024-10,1
HCP01206,2024-10,2
HCP01207,2024-10,1
HCP01208,2024-10,2
HCP01209,2024-10,2
HCP01217,2024-10,3
HCP01219,2024-10,2
HCP01223,2024-10,3
HCP01224,2024-10,5
HCP01225,2024-10,2
HCP01227,2024-10,1
HCP01229,2024-10,1
HCP01230,2024-10,2
HCP01231,2024-10,3
HCP01232,2024-10,1
HCP01236,2024-10,2
HCP01238,2024-10,1
HCP01241,2024-10,6
HCP01242,2024-10,8
HCP01245,2024-10,1
HCP01248,2024-10,1
HCP01252,2024-10,3
HCP01254,2024-10,4
HCP01255,2024-10,3
HCP01258,2024-10,2
HCP01261,2024-10,1
HCP01262,2024-10,1
HCP01265,2024-10,1
HCP01268,2024-10,1
HCP01270,2024-10,1
HCP01271,2024-10,1
HCP01274,2024-10,2
HCP01275,2024-10,1
HCP01276,2024-10,3
HCP01277,2024-10,2
HCP01278,2024-10,1
HCP01285,2024-10,4
HCP01288,2024-10,3
HCP01290,2024-10,1
HCP01292,2024-10,2
HCP01293,2024-10,2
HCP01300,2024-10,2
HCP01304,2024-10,1
HCP01305,2024-10,1
HCP01308,2024-10,3
HCP01310,2024-10,2
HCP01318,2024-10,3
HCP01322,2024-10,2
HCP01327,2024-10,1
HCP01330,2024-10,1
HCP01331,2024-10,1
HCP01332,2024-10,1
HCP01334,2024-10,2
HCP01338,2024-10,1
HCP01341,2024-10,1
HCP01344,2024-10,1
HCP01345,2024-10,1
HCP01346,2024-10,1
HCP01347,2024-10,5
HCP01351,2024-10,3
HCP01354,2024-10,2
HCP01355,2024-10,1
HCP01356,2024-10,2
HCP01357,2024-10,1
HCP01360,2024-10,3
HCP01361,2024-10,1
HCP01363,2024-10,1
HCP01365,2024-10,1
HCP01367,2024-10,1
HCP01368,2024-10,2
HCP01370,2024-10,6
HCP01371,2024-10,5
HCP01372,2024-10,1
HCP01373,2024-10,1
HCP01375,2024-10,1
HCP01378,2024-10,1
HCP01379,2024-10,1
HCP01382,2024-10,2
HCP01383,2024-10,2
HCP01384,2024-10,1
HCP01386,2024-10,1
HCP01387,2024-10,7
HCP01389,2024-10,1
HCP01390,2024-10,1
HCP01393,2024-10,1
HCP01396,2024-10,1
HCP01397,2024-10,1
HCP01398,2024-10,2
HCP01399,2024-10,1
HCP01401,2024-10,1
HCP01405,2024-10,1
HCP01406,2024-10,2
HCP01407,2024-10,1
HCP01409,2024-10,8
HCP01410,2024-10,1
HCP01411,2024-10,1
HCP01416,2024-10,1
HCP01417,2024-10,3
HCP01419,2024-10,5
HCP01420,2024-10,3
HCP01421,2024-10,1
HCP01422,2024-10,3
HCP01424,2024-10,1
HCP01427,2024-10,1
HCP01430,2024-10,2
HCP01431,2024-10,1
HCP01435,2024-10,2
HCP01437,2024-10,1
HCP01440,2024-10,1
HCP01443,2024-10,2
HCP01445,2024-10,1
HCP01446,2024-10,1
HCP01451,2024-10,1
HCP01453,2024-10,1
HCP01455,2024-10,2
HCP01457,2024-10,1
HCP01458,2024-10,1
HCP01459,2024-10,1
HCP01460,2024-10,1
HCP01461,2024-10,1
HCP01462,2024-10,1
HCP01463,2024-10,1
HCP01466,2024-10,1
HCP01467,2024-10,1
HCP01469,2024-10,1
HCP01470,2024-10,1
HCP01471,2024-10,1
HCP01474,2024-10,3
HCP01477,2024-10,1
HCP01478,2024-10,1
HCP01480,2024-10,1
HCP01482,2024-10,1
HCP01483,2024-10,2
HCP01485,2024-10,1
HCP01486,2024-10,1
HCP01487,2024-10,1
HCP01489,2024-10,2
HCP01491,2024-10,1
HCP01492,2024-10,1
HCP01493,2024-10,1
HCP01495,2024-10,8
HCP01496,2024-10,3
HCP01499,2024-10,1
HCP01501,2024-10,1
HCP01504,2024-10,1
HCP01505,2024-10,1
HCP01506,2024-10,3
HCP01511,2024-10,1
HCP01512,2024-10,1
HCP01514,2024-10,3
HCP01516,2024-10,1
HCP01518,2024-10,1
HCP01519,2024-10,2
HCP01524,2024-10,1
HCP01527,2024-10,1
HCP01529,2024-10,5
HCP01530,2024-10,1
HCP01531,2024-10,1
HCP01532,2024-10,2
HCP01533,2024-10,2
HCP01534,2024-10,3
HCP01536,2024-10,1
HCP01537,2024-10,1
HCP01539,2024-10,1
HCP01540,2024-10,1
HCP01543,2024-10,1
HCP01544,2024-10,1
HCP01545,2024-10,1
HCP01549,2024-10,1
HCP01550,2024-10,2
HCP01552,2024-10,2
HCP01553,2024-10,2
HCP01554,2024-10,5
HCP01557,2024-10,2
HCP01558,2024-10,1
HCP01560,2024-10,1
HCP01562,2024-10,2
HCP01563,2024-10,1
HCP01564,2024-10,3
HCP01566,2024-10,1
HCP01567,2024-10,1
HCP01569,2024-10,2
HCP01570,2024-10,1
HCP01571,2024-10,1
HCP01573,2024-10,2
HCP01574,2024-10,1
HCP01575,2024-10,7
HCP01578,2024-10,2
HCP01579,2024-10,1
HCP01580,2024-10,1
HCP01582,2024-10,2
HCP01584,2024-10,1
HCP01586,2024-10,1
HCP01589,2024-10,1
HCP01591,2024-10,2
HCP01593,2024-10,1
HCP01594,2024-10,4
HCP01596,2024-10,2
HCP01600,2024-10,1
HCP01601,2024-10,1
HCP01602,2024-10,2
HCP01603,2024-10,1
HCP01604,2024-10,3
HCP01607,2024-10,1
HCP01609,2024-10,8
HCP01613,2024-10,3
HCP01616,2024-10,1
HCP01620,2024-10,2
HCP01622,2024-10,2
HCP01626,2024-10,2
HCP01627,2024-10,2
HCP01628,2024-10,3
HCP01633,2024-10,2
HCP01636,2024-10,1
HCP01637,2024-10,1
HCP01642,2024-10,2
HCP01646,2024-10,1
HCP01651,2024-10,2
HCP01655,2024-10,1
HCP01657,2024-10,2
HCP01658,2024-10,1
HCP01661,2024-10,1
HCP01663,2024-10,2
HCP01664,2024-10,1
HCP01667,2024-10,1
HCP01669,2024-10,3
HCP01671,2024-10,2
HCP01673,2024-10,1
HCP01676,2024-10,1
HCP01677,2024-10,1
HCP01681,2024-10,3
HCP01686,2024-10,2
HCP01687,2024-10,1
HCP01688,2024-10,1
HCP01690,2024-10,5
HCP01691,2024-10,4
HCP01693,2024-10,1
HCP01696,2024-10,1
HCP01698,2024-10,1
HCP01699,2024-10,2
HCP01701,2024-10,1
HCP01702,2024-10,3
HCP01703,2024-10,1
HCP01704,2024-10,1
HCP01705,2024-10,4
HCP01709,2024-10,3
HCP01712,2024-10,3
HCP01713,2024-10,1
HCP01714,2024-10,1
HCP01720,2024-10,2
HCP01721,2024-10,1
HCP01722,2024-10,3
HCP01724,2024-10,1
HCP01725,2024-10,2
HCP01726,2024-10,3
HCP01727,2024-10,1
HCP01729,2024-10,3
HCP01733,2024-10,2
HCP01734,2024-10,1
HCP01735,2024-10,1
HCP01737,2024-10,2
HCP01738,2024-10,1
HCP01739,2024-10,1
HCP01740,2024-10,1
HCP01741,2024-10,4
HCP01742,2024-10,1
HCP01743,2024-10,3
HCP01745,2024-10,1
HCP01748,2024-10,2
HCP01749,2024-10,2
HCP01753,2024-10,1
HCP01757,2024-10,2
HCP01763,2024-10,1
HCP01764,2024-10,1
HCP01765,2024-10,2
HCP01767,2024-10,1
HCP01768,2024-10,1
HCP01772,2024-10,1
HCP01773,2024-10,2
HCP01775,2024-10,2
HCP01776,2024-10,2
HCP01780,2024-10,2
HCP01781,2024-10,1
HCP01782,2024-10,2
HCP01784,2024-10,11
HCP01785,2024-10,1
HCP01786,2024-10,1
HCP01787,2024-10,1
HCP01792,2024-10,1
HCP01794,2024-10,2
HCP01795,2024-10,1
HCP01796,2024-10,2
